index,content
麻黄加术汤与麻黄杏仁薏苡甘草汤的鉴别：,麻黄加术汤与麻黄杏仁薏苡甘草汤的鉴别：麻黄加术汤与麻黄杏仁薏苡甘草汤均由麻黄汤加减而成，皆为治疗风寒湿痹之方。但前方证属风、寒、湿三邪俱重，其证身体疼烦而无汗，表寒及身痛较后者为重，故用麻黄、桂枝与白术相配，以发汗解表、散寒祛湿；后方不仅风寒较轻，且有湿邪化热之象，其症身痛、发热、日晡所剧，故而不用桂枝、白术，改用薏苡仁渗湿清化，且全方用量尤轻，为微汗之用
三拗汤与华盖散的鉴别：,三拗汤与华盖散的鉴别：三拗汤与华盖散皆为麻黄汤去桂枝，重在宣散肺中风寒，主治风寒犯肺之咳喘证。但三拗汤为宣肺解表的基础方，主治风寒袭肺的咳喘轻证；华盖散主治风寒袭肺、痰气不利的咳嗽上气、呀呷有声证，遂又加苏子、陈皮、桑白皮、赤茯苓以祛痰降气，增强止咳平喘之功。
麻黄汤的方论选录,麻黄汤的方论选录名曰麻黄汤者，君以麻黄也。麻黄性温，味辛而苦，其用在迅升；桂枝性温，味辛而甘，其能在固表。证属有余，故主以麻黄必胜之算也；监以桂枝，制节之师也。杏仁之苦温，佐麻黄逐邪而降逆；甘草之甘平，佐桂枝和内而拒外。饮入于胃，行气于元府，输精于皮毛，斯毛脉合精，溱溱汗出，在表之邪，必尽去而不留；痛止喘平，寒热顿解，不须啜粥而借汗于谷也。必须煮掠去上沫者，恐令人烦，以其轻浮之气，过于引气上逆也。其不用姜、枣者，以生姜之性横散于肌，碍麻黄之迅升，大枣之性泥滞于膈，碍杏仁之速降，此欲急于直达，少缓则不迅，横散则不升矣。然此为纯阳之剂，过于发汗，如单刀直入之将，用之若当，一战成功；不当，则不戢而召祸。故可一而不可再。如汗后不解，便当以桂枝代之。此方为仲景开表逐邪发汗第一峻药也。（吴谦《医宗金鉴·订正仲景全书伤寒论注》）
麻黄汤的医案举例,麻黄汤的医案举例：一乡人邱生者，病伤寒，许为诊视，发热头痛烦渴，脉虽浮数而无力，尺以下迟而弱。许曰：虽麻黄证，而尺迟弱，仲景云：尺中迟者，荣气不足，血气微少，未可发汗。用建中汤加当归、黄芪令饮。翌日脉尚尔，其家煎迫，日夜督发汗药，言几不逊矣。许忍之，但只用建中调荣而已。至五日尺部方应，遂投麻黄汤，啜二服，发狂，须臾稍定，略睡，已得汗矣。信知此事为难，仲景虽云不避晨夜即宜便治，医者须察其表里虚实，待其时日。若不循次第，暂时得安，亏损五脏，以促寿限，何足贵也。（《名医类案》卷一）
麻黄汤的方歌：,麻黄汤的方歌：麻黄汤中用桂枝，杏仁甘草四般施，发热恶寒头项痛，伤寒服此汗淋漓
大青龙汤的用法：,大青龙汤的用法：上七味，以水九升，先煮麻黄，减二升，去上沫，内诸药，煮取三升，去滓，温服一升，取微似汗。汗出多者，温粉扑之。一服汗者，停后服。若复服，汗多亡阳，遂虚，恶风烦躁，不得眠也（现代用法：水煎温服，取微汗）。
大青龙汤的证治机理：,大青龙汤的证治机理：风寒束表，卫阳被遏，营阴郁滞，毛窍闭塞，故见恶寒发热、头身疼痛、无汗、脉浮紧之风寒表实证。表寒证又与烦躁、口渴并见，当系阳盛之体，外受风寒，寒邪较甚，表气闭郁较重，致使阳气内郁而化热，热邪伤津则口渴；热无宣泄之径，扰于胸中则烦，烦甚则躁。正如张秉成所谓：“阳盛之人，外为风寒骤加，则阳气内郁而不伸，故见烦躁不宁之象。”（《成方便读》）此证为风寒束表，里有郁热。法当发汗解表为主，兼清郁热。《金匮要略》又以本方治疗外感风寒，水饮内郁化热之溢饮。溢饮乃“饮水流行，归于四肢，当汗出而不汗出，身体疼重”之病证。风寒外束，水饮溢于四肢，则身体疼痛或浮肿，饮邪郁而化热则烦躁。二者病症虽异，但同属风寒束表、里有郁热之证，故皆用本方以异病同治。
大青龙汤的方解：,大青龙汤的方解：方中麻黄为君，发汗解表、宣肺平喘、利水消肿，其量为麻黄汤之倍，则开泄腠理，发汗散寒之力尤峻。桂枝辛温，解肌发汗，助麻黄解表而和营卫；石膏辛甘而寒，清里热并透郁热，二者同为臣药。麻黄得石膏，辛温发表而无助热之弊；石膏得麻黄，大寒清热而无凉遏之虞。杏仁降利肺气，与麻黄相合，宣降肺气，以适肺性；生姜、大枣合用则和脾胃、调营卫，兼助解表、益汗源，共为佐药。甘草益气和中，既缓辛温峻散之力，又调和诸药，且防石膏寒凉伤中，为佐使药。诸药同用，发汗散寒之中又兼清解里热之效。本方麻黄发汗解表，桂枝温阳化气，生姜温胃散水，皆助麻黄发汗行水。麻黄、杏仁宣降肺气以通调水道；石膏清泄溢饮郁热；姜、枣、草益气和中，和营卫，运化水湿。全方发汗解表，宣通腠理，开鬼门以发越水气；宣降肺气，通调水道以利湿化饮，故亦治溢饮有表证兼里热者
大青龙汤的配伍特点：,大青龙汤的配伍特点：寒温并用，表里同治，重在辛温发汗。
大青龙汤的运用：,大青龙汤的运用：本方为治疗外感风寒，里兼郁热证之常用方。以恶寒发热，无汗，烦躁，脉浮紧为辨证要点。表虚者，不可用，故原书强调：“若脉微弱，汗出恶风者，不可服。”本方发汗之功居解表诸方之冠，故“一服得汗者，停后服”，以防过剂；原书要求“取微似汗”，“汗出多者，温粉扑之”。
大青龙汤与麻黄汤的鉴别：,大青龙汤与麻黄汤的鉴别：大青龙汤与麻黄汤均可治疗外感风寒表实证，同用麻黄、桂枝辛温解表发汗。然大青龙汤系由麻黄汤倍用麻黄、甘草，减少杏仁用量，再加石膏、生姜、大枣而成。证属风寒重证，兼内有郁热，故方中配以辛甘大寒之石膏以清解内热；且倍用麻黄以确保其发汗之力；减杏仁用量，乃因无喘逆之症
大青龙汤的方论选录：,大青龙汤的方论选录：此即加味麻黄汤也。诸症全是麻黄，而有喘与烦躁之不同。喘者是寒郁其气，升降不得自如，故多杏仁之苦以降气；烦躁是热伤其气，无津不能作汗，故特加石膏之甘以生津。然其质沉，其性寒，恐其内热顿除，而外之表邪不解，变为寒中而协热下利，是引贼破家矣。故必倍麻黄以发汗，又倍甘草以和中，更用姜、枣以调营卫，一汗而表里双解，风热两除。此大青龙清内攘外之功，所以佐麻、桂二方之不及也。（柯琴《伤寒来苏集·伤寒论注》卷二）
大青龙汤的医案举例：,大青龙汤的医案举例：何保义从王太尉军中，得伤寒，脉浮涩而紧。许叔微曰：“若头痛，发热，恶风无汗，则麻黄证也；烦躁，则青龙汤证也。”何曰：“今烦躁甚。”投以大青龙汤，三投汗解。（《古方医案选编》）
大青龙汤的方歌：,大青龙汤的方歌：大青龙汤桂麻黄，杏草石膏姜枣藏，太阳无汗兼烦躁，风寒两解此为良。
桂枝汤的用法：,桂枝汤的用法：上五味， 咀，以水七升，微火煮取三升，适寒温，服一升。服已须臾，啜热稀粥一升余，以助药力。温覆令一时许，遍身微似有汗者益佳，不可令如水流漓，病必不除。若一服汗出病瘥，停后服，不必尽剂；若不汗，更服如前法；又不汗，后服小促其间，半日许，令三服尽。若病重者，一日一夜服，周时观之，服一剂尽，病证犹在者，更作服；若汗不出，乃服至二三剂。禁生冷、黏滑、肉面、五辛、酒酪、臭恶等物（现代用法：水煎服，温覆取微汗）。
桂枝汤的证治机理,桂枝汤的证治机理：本证因外感风寒，营卫不和所致。《伤寒论》谓其“太阳中风”“营弱卫强”。“卫强”是指卫中邪气盛；“营弱”是指营中阴气弱。中风者，乃外受风寒，但以风邪为主。风邪外感，风性疏泄，卫气因之失其固护之性，不能固护营阴，致令营阴不能内守而外泄，故恶风、发热、汗出；肺合皮毛，其经脉还循胃口，邪气袭表，肺胃失和，肺系不利，胃失和降，则鼻鸣干呕；苔白不渴，脉浮缓或浮弱，俱为风邪袭表之征。法当解肌发表，调和营卫，即祛邪调正兼顾为治。
桂枝汤的方解：,桂枝汤的方解：方中桂枝辛温，助卫阳，通经络，解肌发表而祛在表之风寒，为君药。芍药酸甘而凉，益阴敛营，敛固外泄之营阴，为臣药。桂枝、芍药等量配伍，既营卫同治，邪正兼顾，相辅相成；又散中有收，汗中寓补，相反相成。生姜辛温，助桂枝散表邪，兼和胃止呕；大枣甘平，协芍药补营阴，兼健脾益气。生姜、大枣相配，补脾和胃，化气生津，益营助卫，共为佐药。炙甘草调和药性，合桂枝辛甘化阳以实卫，合芍药酸甘化阴以益营，功兼佐使之用。药虽五味，但配伍严谨，发中有补，散中有收，营卫同治，邪正兼顾，阴阳并调。故柯琴誉其为“仲景群方之冠，乃滋阴和阳、调和营卫、解肌发汗之总方也。”（《伤寒来苏集》）本方治证中已有汗出，何以又用桂枝汤发汗？盖本证之自汗，是由风邪外袭，卫阳不固，营阴失守，津液外泄所致。故外邪不去，则汗不能止。桂枝汤虽曰“发汗”，实寓解肌发表与调和营卫双重用意，外邪去而肌表固密，营卫和则津不外泄。故如法服用本方，于遍身微汗之后，则原证之汗出自止。近贤曹颖甫以“病汗”“药汗”别之，区分两种汗出的不同性质。故指出：“病汗常带凉意，药汗则带热意。病汗虽久，不足以去病；药汗瞬时，而功乃大著，此其分也。”（《经方实验录》）本方具有调和营卫、阴阳之功，故其治疗范围不仅局限于外感风寒表虚证，亦可用于病后、产后、体弱等因营卫、阴阳不和所致之病证。正如徐彬《金匮要略论注》所云：“桂枝汤，外证得之，解肌和营卫；内证得之，化气调阴阳。”
桂枝汤的配伍特点：,桂枝汤的配伍特点：辛散与酸收相配，散中有收，汗不伤正；助阳与益阴同用，阴阳兼顾，营卫并调。
桂枝汤的运用：,桂枝汤的运用：本方既为治疗外感风寒表虚证之基础方，又是调和营卫、调和阴阳法之代表方。以恶风，发热，汗出，脉浮缓为辨证要点。本方的服法首先是“适寒温”，“服已须臾，啜热粥”，借水谷之精气，充养中焦，不但易为酿汗，更可使外邪速去而不致重感。同时“温覆令一时许”，即是避风助汗之意。待其“遍身 微似有汗”，是肺胃之气已和，津液得通，营卫和谐，腠理复固，故云“益佳”。至于服后汗出病瘥，停后服；或不效，再服；以及禁生冷黏腻、酒肉、臭恶等，尤其是“不可令如水流漓，病必不除”等均为服解表剂应该注意之通则。
桂枝汤的附方：,桂枝汤的附方：桂枝加厚朴杏子汤，桂枝加葛根汤，桂枝加桂汤
桂枝加厚朴杏子汤：,桂枝加厚朴杏子汤：（《伤寒论》） 桂枝去皮，三两（9g） 芍药三两（9g） 生姜切，三两（9g）甘草炙，二两（6g） 大枣擘，十二枚（3枚） 厚朴炙，去皮，二两（6g） 杏仁去皮尖，五十枚（6g） 上七味，以水七升，微火煮取三升，去滓。温服一升，覆取微似汗。功用：解肌发表，降气平喘。主治：宿有喘病，又感风寒。症见桂枝汤证兼咳喘者。
桂枝加葛根汤：,桂枝加葛根汤（《伤寒论》） 桂枝去皮，二两（6g） 芍药二两（6g） 生姜切，三两（9g） 甘草炙，二两（6g） 大枣擘，十二枚（6g） 葛根四两（12g） 上六味，以水一斗，先煮葛根，减二升，内诸药，煮取三升，去滓，温服一升。覆取微似汗，不须啜粥，余如桂枝法将息及禁忌。功用：解肌发表，升津舒筋。主治：风寒客于太阳经输，营卫不和证。症见桂枝汤证兼项背强而不舒者。
桂枝加桂汤：,桂枝加桂汤（《伤寒论》） 桂枝去皮，五两（15g） 芍药三两（9g） 生姜切，三两（9g） 甘草炙，二两（6g） 大枣擘，十二枚（6g） 上五味，以水七升，煮取三升，去滓，温服一升。功用：温通心阳，平冲降逆。主治：心阳虚弱，寒水凌心之奔豚。太阳病误用温针或因发汗太过而发奔豚，气从少腹上冲心胸，起卧不安，有发作性者。
桂枝加芍药汤：,桂枝加芍药汤（《伤寒论》） 桂枝去皮，三两（9g） 芍药六两（18g） 甘草炙，二两（6g） 大枣擘，十二枚（6g） 生姜切，三两（9g） 上五味，以水七升，煮取三升，去滓，温分三服。功用：温脾和中，缓急止痛。主治：太阳病误下伤中，土虚木乘之腹痛。
麻黄汤和桂枝汤的鉴别,麻黄汤和桂枝汤同属辛温解表之剂，皆可用治外感风寒表证。然麻黄汤因麻、桂相须，并佐杏仁，则发汗散寒力强，兼能宣肺平喘，为辛温发汗之重剂，主治外感风寒表实证之恶寒发热无汗而喘；桂枝汤为桂、芍配用，并佐姜、枣，则发汗解表之力逊，但调和营卫之功尤著，为辛温解表之和剂，主治外感风寒表虚证之恶风发热而有汗。
桂枝加厚朴杏子汤、桂枝加葛根汤、桂枝加桂汤、桂枝加芍药汤的鉴别：,桂枝加厚朴杏子汤、桂枝加葛根汤、桂枝加桂汤、桂枝加芍药汤均为桂枝汤类方，营卫不和或气血阴阳失调是其病机共性，故皆以桂枝汤和营卫、调阴阳。桂枝加厚朴杏子汤主治宿有喘病，又感风寒而见桂枝汤证者；或风寒表证误下，表证未解而见微喘者，其证皆为外邪束表而肺气上逆，故以桂枝汤解肌和营卫，加厚朴、杏仁以降气平喘。桂枝加葛根汤主治外感风寒，太阳经气不舒，津液不能敷布，经脉失去濡养之恶风汗出、项背强而不舒，故用桂枝汤加葛根以解肌发表，生津舒筋。桂枝加桂汤与桂枝加芍药汤仅因药量之变化，则由治表之剂变为治里之方，其中前方主治太阳病发汗太过，耗损心阳，心阳不能下蛰于肾，肾中寒水之气上犯凌心所致的奔豚病，故加桂二两以加强温通心阳，平冲降逆的作用；后方主治太阳病误下伤中，邪陷太阴，土虚木乘之腹满，故用桂枝汤通阳温脾，倍芍药以柔肝缓急止痛。
桂枝汤的方论选录,桂枝汤的方论选录：名曰桂枝汤者，君以桂枝也。桂枝辛温，辛能发散，温通卫阳；芍药酸寒，酸能收敛，寒走阴营。桂枝君芍药，是于发汗中寓敛汗之旨；芍药臣桂枝，是于和营中有调卫之功。生姜之辛，佐桂枝以解表；大枣之甘，佐芍药以和中。甘草甘平，有安内攘外之能，用以调和中气，即以调和表里，且以调和诸药。以桂芍之相须，姜枣之相得，借甘草之调和，阳表阴里，气卫血营，并行而不悖，是刚柔相济以相和也。而精义在服后须臾啜稀粥以助药力。盖谷气内充，不但易为酿汗，更使已入之邪不能少留，将来之邪不得复入也。又妙在温覆令一时许， 微似有汗，是授人以微汗之法也。不可令如水流漓，病必不除，是禁人以不可过汗之意也。此方为仲景群方之冠，乃解肌发汗、调和营卫之第一方也。凡中风、伤寒，脉浮弱，汗自出而表不解者，皆得而主之。（吴谦《医宗金鉴·订正仲景全书伤寒论注》）
桂枝汤的医案举例：,桂枝汤的医案举例：一人伤寒六日，谵语狂笑，头痛有汗，大便不通，小便自利。众议承气汤下之。脉之，浮而大。因思仲景云：伤寒不大便六七日，头疼有热，小便清，知不在里，仍在表也。方今仲冬，宜与桂枝汤。众皆咋舌掩口，谤甚力，以谵狂为阳盛，桂枝入口必毙矣。李曰：汗多神昏，故发谵妄，虽不大便，腹无所苦，和其营卫，必自愈耳。遂违众用之，及夜笑语皆止，明日大便自通。故夫病变多端，不可胶执。向使狐疑而用下药，其可活乎？（《续名医类案》卷一）
桂枝汤的方歌：,桂枝汤的方歌：桂枝汤治太阳风，芍药甘草姜枣同，解肌发表调营卫，汗出恶风此方功。
九味羌活汤的用法：,九味羌活汤的用法：上 咀，水煎服。若急汗，热服，以羹粥投之；若缓汗，温服，而不用汤投之（现代用法：水煎服）。
九味羌活汤的证治机理：,九味羌活汤的证治机理：本证由外感风寒湿邪，兼内有蕴热所致。风寒湿邪侵犯肌表，郁遏卫阳，闭塞腠理，阻滞经络，气血运行不畅，故恶寒发热、无汗、头痛项强、肢体酸楚疼痛；里有蕴热，故口苦微渴；苔白或微黄、脉浮，是表证兼里热之佐证。治当以发散风寒湿邪为主，清泄里热为辅。
九味羌活汤的方解：,九味羌活汤的方解：方中羌活辛苦性温，气味雄烈，入太阳经，功擅解表寒，祛风湿，利关节，止痹痛，故为君药。防风辛甘性温，功善祛风，并能胜湿止痛；苍术辛苦而温，入太阴经，功善燥湿，并能祛风散寒，共助君药祛风散寒，除湿止痛，为臣药。细辛、白芷、川芎俱能祛风散寒。其中细辛主入少阴经，尤能止痛；白芷主入阳明经，兼可燥湿；川芎主入少阳、厥阴经，行气活血，宣痹止痛。此三味助君臣药祛风寒湿邪以除病因，畅行气血以解疼痛，共为佐药。生地、黄芩清泄里热，并防诸辛温燥烈之品助热伤津，亦为佐药。甘草调和诸药为使。诸药配伍，既兼治内外，又分属六经，协调表里而成发汗祛湿、兼清里热之剂。
九味羌活汤的配伍特点：,九味羌活汤的配伍特点：主以辛温，少佐寒凉，六经分治。
九味羌活汤的运用：,九味羌活汤的运用：本方为治疗外感风寒湿邪而兼里热证之常用方。以恶寒发热，头痛无汗，肢体酸楚疼痛，口苦微渴为辨证要点。原书用法提示：若寒邪较甚，表证较重，宜热服，且应啜粥以助药力，以助酿汗祛邪；若邪不甚，表证较轻，则不必啜粥，温服即可。方中药备六经，临证当灵活权变。原书服法中强调：“当视其经络前、后、左、右之不同，从其多、少、大、小、轻、重之不一，增损用之，如神奇效。”明示本方当据病位的侧重，用药相应进退。
九味羌活汤的附方：,九味羌活汤的附方：大羌活汤（《此事难知》） 防风 羌活 独活 防己 黄芩 黄连 苍术 白术各三钱（各9g） 甘草炙 细辛 知母生 川芎地黄各一两（30g） 上 咀，每服半两（15g），水二盏，煎至一盏半，去渣，得清药一大盏，热饮之。不解再服，三四盏解之亦可，病愈则止。若有余证，并依仲景随经法治之。功用：发散风寒，祛湿清热。主治：外感风寒湿邪兼有里热证。症见头痛身重，发热恶寒，口干烦满而渴，舌苔白腻，脉浮数。
九味羌活汤与大羌活汤的鉴别：,九味羌活汤与大羌活汤的鉴别：九味羌活汤与大羌活汤均可治外感风寒湿邪而兼有里热之证。大羌活汤比九味羌活汤少白芷，多黄连、知母、防己、独活、白术，故其清热祛湿之功较强，宜于外感风寒湿邪而兼见里热较甚者。
九味羌活汤的方论选录：,九味羌活汤的方论选录：触冒四时不正之气，而成时气病，憎寒壮热，头疼身痛，口渴，人人相似者，此方主之。谓春时应暖而反大寒，夏时应热而反大凉，秋时应凉而反大热，冬时应寒而反大温，此非其时而有其气，是以一岁之中，长幼之病多相似也。药之为性，辛者得天地之金气，于人则为义，故能匡正而黜邪。羌、防、苍、细、芎、芷，皆辛物也，分经而主治：邪在太阳者，治以羌活；邪在阳明者，治以白芷；邪在少阳者，治以黄芩；邪在太阴者，治以苍术；邪在少阴者，治以细辛；邪在厥阴者，治以川芎；而防风者，又诸药之卒徒也。用生地所以去血中之热；而甘草者，又所以和诸药而除气中之热也。易老自序云：此方冬可以治寒，夏可以治热，春可以治温，秋可以治湿，是诸路之应兵也。用之以治四时瘟疠，诚为稳当，但于阴虚、气弱之人，在所禁尔。（吴崑《医方考》卷一）
九味羌活汤的方歌：,九味羌活汤的方歌：九味羌活用防风，细辛苍芷与川芎，黄芩生地同甘草，三阳解表益姜葱。
香苏散的用法：,香苏散的用法：上为粗末。每服三钱（9g），水一盏，煎七分，去滓，热服，不拘时候，日三服。若作细末，只服二钱（6g），入盐点服（现代用法：作汤剂，水煎服）。
香苏散的证治机理：,香苏散的证治机理：本证因外感风寒，内兼气滞而成。外感风寒则恶寒发热、头痛无汗；气郁不舒则胸脘痞闷，不思饮食；苔薄白而不腻，说明湿邪不明显而偏于气郁。风寒在表，宜用发散之药祛邪于外；气郁于里，当用理气之品解郁于内，故治法以解表与理气并行。
香苏散的方解：,香苏散的方解：本方苏叶辛温，归肺、脾二经，既可解表散寒，又能理气宽中，一药两用，切中病机，用为君药。香附辛苦甘平，行气解郁，是为臣药。君臣相伍，苏叶得香附之助，则调畅气机之功著；香附借苏叶之升散，则可上行外达以祛邪，此即李时珍所谓香附生用“则上行胸膈，外达皮肤……得紫苏、葱白则能解散邪气。”（《本草纲目》卷十四）胸脘痞闷，虽因于气郁，但亦与湿滞有关，故佐用陈皮理气燥湿，一可助君臣行气以除气滞，二可燥湿以针对气滞所致津停。甘草健脾和中，与香附、陈皮相合，则行气而不耗气，并调和药性，是为佐使药。
香苏散的配伍特点：,香苏散的配伍特点：辛温疏表与理气行滞相伍，表里同治，重在解表。
香苏散的运用：,香苏散的运用：本方为治疗外感风寒而兼气滞的常用方。临床应用以恶寒发热，头痛无汗，胸脘痞闷，苔薄白，脉浮为辨证要点。
香苏散的附方：,香苏散的附方：加味香苏散（《医学心悟》） 紫苏叶一钱五分（5g） 陈皮 香附各一钱二分（各4g） 甘草炙，七分（2.5g） 荆芥 秦艽 防风 蔓荆子各一钱（各3g） 川芎五分（1.5g） 生姜三片 上锉一剂，水煎温服。微覆似汗。功用：发汗解表，理气解郁。主治：外感风寒，兼有气滞证。症见头痛项强，鼻塞流涕，身体疼痛，发热恶寒或恶风，无汗，胸脘痞闷，苔薄白，脉浮。
香苏散与加味香苏散的鉴别,香苏散与加味香苏散的鉴别：香苏散与加味香苏散皆可治外感风寒而兼有气滞证，后方乃前方加荆芥以助苏叶辛温解表之力；加防风、秦艽、蔓荆子以疏风除湿止痛；加川芎祛风止痛，生姜辛散解表。故后方辛散解表止痛之功强于前方，宜用于外感风寒较重而兼有气滞者。
香苏散的方论选录：,香苏散的方论选录：此手太阴药也。紫苏疏表气而散外寒，香附行里气而消内壅，橘红能兼行表里以佐之（橘红利气，兼能发表散寒，盖气行则寒散，而食亦消矣），甘草和中，亦能解表为使也。（汪昂《医方集解》）
香苏散的方歌：,香苏散的方歌：香苏散内草陈皮，疏散风寒又理气，外感风寒兼气滞，寒热无汗胸脘痞。
小青龙汤的用法,小青龙汤的用法：上八味，以水一斗，先煮麻黄，减二升，去上沫，内诸药，煮取三升，去滓，温服一升（现代用法：水煎服）。
小青龙汤的证治机理：,小青龙汤的证治机理：本方主治外感风寒，寒饮内停之证。恶寒发热、无汗、身体疼重，乃风寒束表，卫阳被遏，营阴郁滞，毛窍闭塞引起，属风寒表实证无疑。素有水饮之人，一旦感受外邪，每致表寒引动内饮。《难经·四十九难》云：“形寒饮冷则伤肺。”水寒相搏，内外相引，饮动不居，寒饮射肺，肺失宣降，则咳喘痰多而稀；饮停心下，阻滞气机，则胸痞；胃气上逆，则干呕；饮溢肌肤，则浮肿身重；舌苔白滑，脉浮，为外寒内饮之征。法当解表散寒，温肺化饮。
小青龙汤的方解：,小青龙汤的方解：方以辛温之麻黄、桂枝相须为君，发汗解表，且麻黄兼能开宣肺气以解喘咳之证，桂枝化气行水以利内饮之化。臣用辛热之干姜、辛温之细辛，温肺化饮，兼协麻黄、桂枝解表祛邪。佐用辛苦而温之半夏，燥湿化痰，和胃降逆。然素有痰饮，脾肺本虚，纯用辛温，恐辛散耗气，温燥伤津，故伍酸甘之五味子敛肺止咳、芍药和营养血，二药与辛散之品相配，既令散中有收，以利肺气开阖，增强止咳平喘之功，又可防诸辛散温燥之药耗气伤津之虞，亦为佐药。炙甘草益气和中，兼调和辛散酸收之性，为佐使之药。八味相伍，解表与化饮配合，一举而表里双解。
小青龙汤的配伍特点：,小青龙汤的配伍特点：辛散与酸收相配，散中有收；温化与敛肺相伍，开中有合
小青龙汤的运用：,小青龙汤的运用：本方为治疗外感风寒、寒饮内停而致喘咳之常用方。以恶寒发热，无汗，喘咳，痰多而稀，舌苔白滑，脉浮为辨证要点。临证中见外寒内饮之证而以外寒为主者，可重用麻、桂为君；若内饮为主，则宜重用干姜、细辛为君；二者俱重，则麻黄、干姜共为君药。
小青龙汤的附方：,小青龙汤的附方：射干麻黄汤，小青龙加石膏汤
射干麻黄汤,射干麻黄汤：（《金匮要略》） 射干三两（9g） 麻黄四两（9g）生姜四两（12g） 细辛三两（3g）紫菀三两（9g） 款冬花三两（9g） 大枣七枚（3g） 半夏大者，洗，半升（9g） 五味子半升（9g） 上九味，以水一斗二升，先煮麻黄两沸，去上沫，内诸药，煮取三升，分温三服。功用：宣肺祛痰，降气止咳。主治：痰饮郁结，气逆喘咳证。症见咳而上气，喉中有水鸡声者。
