index,content
当归六黄汤（《兰室秘藏》）的医案举例？,一妇产后，腹痛后重，下痢无度，形体倦怠，饮食不甘，怀抱久郁，患茧唇，寐而盗汗如雨，竟夜不敢寐，神思消烁。薛曰：气血虚而有热，用当归六黄汤，内黄芩、连、柏炒黑。一剂汗顿止，再剂全止。乃用归脾汤、八珍散兼服，元气渐复而愈。（《古今医案按》卷九）
当归六黄汤（《兰室秘藏》）的方歌？,当归六黄治汗出，芪柏芩连生熟地，泻火固表复滋阴，加麻黄根功更异。
香薷散（《太平惠民和剂局方》）的用法？,上粗末。每三钱（9g），水一盏，入酒一分，煎七分，去滓，水中沉冷，连吃二服，立有神效，随病不拘时（现代用法：水煎服，或加酒少量同煎）。
香薷散（《太平惠民和剂局方》）的证治机理？,"1、本方所治之证乃夏月乘凉饮冷，外感风寒，内伤于湿所致。
2、夏感风寒，邪滞肌表，正邪相争，卫闭营郁，则见恶寒发热，头疼身痛，无汗，脉浮等风寒表实证；露卧饮冷，则湿伤脾胃，气机受阻，升降失常，故胸脘痞闷，腹痛吐泻；舌苔白腻为寒湿之象。
3、此为外寒内湿之证，治当发散表寒、祛除里湿。"
香薷散（《太平惠民和剂局方》）的方解？,"1、方中香薷辛而微温，芳香质轻，为夏月祛暑解表之要药，“辛散温通，故能解寒郁之暑气”（《本草经疏》），故重用为君药。
2、厚朴苦辛性温，行气除满，燥湿运脾，为臣药。
3、白扁豆甘而微温，健脾和中，渗湿消暑，为佐药。
4、入酒少许同煎，意在温经脉，通阳气，使药力畅达周身。
5、诸药合用，辛温芳香以解表，苦温燥化以和中，有表里双解之功。"
香薷散（《太平惠民和剂局方》）中，香薷的作用？,方中香薷辛而微温，芳香质轻，为夏月祛暑解表之要药，“辛散温通，故能解寒郁之暑气”（《本草经疏》）
香薷散（《太平惠民和剂局方》）中，白扁豆的作用？,白扁豆甘而微温，健脾和中，渗湿消暑
香薷散（《太平惠民和剂局方》）中，厚朴的作用？,厚朴苦辛性温，行气除满，燥湿运脾
香薷散（《太平惠民和剂局方》）中，酒的作用？,酒温经脉，通阳气，使药力畅达周身
香薷散（《太平惠民和剂局方》）的君药？,香薷散（《太平惠民和剂局方》）的君药是香薷
香薷散（《太平惠民和剂局方》）的臣药？,香薷散（《太平惠民和剂局方》）的臣药是厚朴
香薷散（《太平惠民和剂局方》）的佐药？,香薷散（《太平惠民和剂局方》）的佐药是白扁豆
香薷散（《太平惠民和剂局方》）的使药？,香薷散（《太平惠民和剂局方》）的使药是酒
香薷散（《太平惠民和剂局方》）的运用？,"1、本方为治疗夏月乘凉饮冷，外感风寒，内伤于湿证之常用方。
2、以恶寒发热，头痛身痛，无汗，胸脘痞闷，舌苔白腻，脉浮为辨证要点。"
香薷散（《太平惠民和剂局方》）的辨证要点？,以恶寒发热，头痛身痛，无汗，胸脘痞闷，舌苔白腻，脉浮为辨证要点。
香薷散（《太平惠民和剂局方》）的方论选录？,治夏月伤暑感冒，呕吐泄泻等证。此因伤暑而兼感外寒之证也。夫暑必夹湿，而湿必归土，乘胃则呕，乘脾则泻，是以夏月因暑感寒，每多呕、泄之证，以湿盛于内，脾胃皆困也。此方以香薷之辛温香散，能入脾肺气分，发越阳气，以解外感之邪；厚朴苦温，宽中散满，以祛脾胃之湿；扁豆和脾利水，寓匡正御邪之意耳。（张秉成《成方便读》卷三）
香薷散（《太平惠民和剂局方》）的医案举例？,昔有人，暑月深藏不出，因客至坐于窗下，忽似倦怠，自作补中汤服之反剧。医问其由，连进香薷饮，两服而安。（《续名医类案》）
香薷散（《太平惠民和剂局方》）的方歌？,三物香薷豆朴先，散寒化湿功效兼，若益银翘豆易花，新加香薷祛暑煎。
香薷散（《太平惠民和剂局方》）的附方？,新加香薷散（《温病条辩》）
香薷散（《太平惠民和剂局方》）与新加香薷散（《温病条辨》）的鉴别？,"1.相同点：香薷散（《太平惠民和剂局方》）与新加香薷散（《温病条辩》）均用辛温之香薷、厚朴解表散寒，化湿和中。
2.不同点：香薷散（《太平惠民和剂局方》）配健脾化湿之扁豆，以散寒化湿见长，为辛温之剂，主治夏季感寒夹湿、寒湿较盛之证。新加香薷散（《温病条辩》）又加扁豆花、金银花、连翘等辛凉轻清之品，药性偏凉，以清热解暑见长，为辛温复辛凉之剂，主治夏季感寒，暑湿内蕴，寒轻暑重之证。"
新加香薷散（《温病条辩》）的用法？,水五杯，煮取二杯，先服一杯，得汗，止后服；不汗再服，服尽不汗，更作服
新加香薷散（《温病条辩》）的运用？,"1、本方为治疗暑温夹湿，复感外寒证之方。
2、症见发热头痛，恶寒无汗，口渴面赤，胸闷不舒，舌苔白腻，脉浮而数。"
新加香薷散（《温病条辩》）的辨证要点？,以发热头痛，恶寒无汗，口渴面赤，胸闷不舒，舌苔白腻，脉浮而数为辨证要点。
清络饮（《温病条辩》）的用法？,以水二杯，煮取一杯，日二服（现代用法：水煎服）。
清络饮（《温病条辩》）的证治机理？,"1、本方所治之证，多为暑温经发汗后，大热已去，余邪未解，但邪已轻浅者。
2、因邪在气分，正邪相争，阳热亢盛，热伤津液，故身热口渴
3、虽暑热伤肺经气分，但伤之轻浅，故身热口渴不甚
4、暑多夹湿，湿为阴邪，其性重浊黏滞，易阻遏气机，损伤阳气，湿热熏蒸，浊气上蔽清窍，则头目不清，昏眩微胀
5、舌淡红、苔薄白为邪浅病轻之象，故治宜清解肺经气分暑热之邪。"
清络饮（《温病条辩》）的方解？,"1、方中鲜银花辛凉芳香，《重庆堂随笔》谓其能“清络中风火湿热，解温疫秽恶浊邪”，善清气分热邪及上焦暑热；鲜荷叶清芳醒神，用其边则疏散之力更强，《滇南本草》称其可“上清头目之风热”。二药相伍，清上焦肺络暑热，解头目昏眩不清。
2、西瓜翠衣甘凉，清热解暑，生津止渴，利尿除湿，有清透暑热之效；鲜扁豆花甘淡微寒，芳香而散，长于解暑化湿，健脾和胃，以助清热解暑利湿。
3、鲜竹叶心，气味清香，甘淡而寒，清心利水，祛暑湿之邪于下，《药品化义》有“清气分之热，非竹叶不能”之说。
4、丝瓜皮甘平，可通达经络，生津止渴，解暑除烦，取皮者偏于入肺，可清肺络，解暑热，以透邪外出。
5、诸药相合，“芳香轻药”，善入肺络，治在上焦，共达解暑清肺之功。本方为“清肺络中余邪”而设，可代茶饮，故名“清络饮”。"
清络饮（《温病条辩》）中，鲜荷叶的作用？,鲜荷叶清芳醒神，用其边则疏散之力更强，《滇南本草》称其可“上清头目之风热”。
清络饮（《温病条辩》）中，银花的作用？,鲜银花辛凉芳香，《重庆堂随笔》谓其能“清络中风火湿热，解温疫秽恶浊邪”，善清气分热邪及上焦暑热
清络饮（《温病条辩》）中，西瓜翠衣的作用？,西瓜翠衣甘凉，清热解暑，生津止渴，利尿除湿，有清透暑热之效
清络饮（《温病条辩》）中，丝瓜皮的作用？,丝瓜皮甘平，可通达经络，生津止渴，解暑除烦，取皮者偏于入肺，可清肺络，解暑热，以透邪外出。
清络饮（《温病条辩》）中，鲜竹叶心的作用？,鲜竹叶心，气味清香，甘淡而寒，清心利水，祛暑湿之邪于下，《药品化义》有“清气分之热，非竹叶不能”之说。
清络饮（《温病条辩》）中，扁豆花的作用？,鲜扁豆花甘淡微寒，芳香而散，长于解暑化湿，健脾和胃，以助清热解暑利湿。
清络饮（《温病条辩》）的君药？,清络饮（《温病条辩》）的君药是银花，荷叶
清络饮（《温病条辩》）的臣药？,清络饮（《温病条辩》）的臣药是西瓜翠衣，扁豆花
清络饮（《温病条辩》）的佐药？,清络饮（《温病条辩》）的佐药是鲜竹叶心，丝瓜皮
清络饮（《温病条辩》）中，银花和荷叶相配伍的作用？,"1、鲜银花辛凉芳香，《重庆堂随笔》谓其能“清络中风火湿热，解温疫秽恶浊邪”，善清气分热邪及上焦暑热；鲜荷叶清芳醒神，用其边则疏散之力更强，《滇南本草》称其可“上清头目之风热”。
2、二药相伍，清上焦肺络暑热，解头目昏眩不清。"
清络饮（《温病条辩》）中，西瓜翠衣和扁豆花相配伍的作用？,"1、西瓜翠衣甘凉，清热解暑，生津止渴，利尿除湿，有清透暑热之效；鲜扁豆花甘淡微寒，芳香而散，长于解暑化湿，健脾和胃，以助清热解暑利湿。
2、二药相合，共助银花荷叶清上焦肺络暑热。"
清络饮（《温病条辩》）中，鲜竹叶心和丝瓜皮相配伍的作用？,鲜竹叶心，气味清香，甘淡而寒，清心利水，祛暑湿之邪于下，《药品化义》有“清气分之热，非竹叶不能”之说。丝瓜皮甘平，可通达经络，生津止渴，解暑除烦，取皮者偏于入肺，可清肺络，解暑热，以透邪外出。二药相合，佐君药清肺络中余邪，助臣药透邪外出。
清络饮（《温病条辩》）的运用？,"1、本方为治疗暑伤肺经，邪轻病浅的代表方。
2、以身热口渴不甚，头目不清，舌淡红，苔薄白为辨证要点。"
清络饮（《温病条辩》）的辨证要点？,以身热口渴不甚，头目不清，舌淡红，苔薄白为辨证要点。
清络饮（《温病条辩》）的方论选录？,既曰余邪，不可用重剂明矣，只以芳香轻药清肺络中余邪足矣。倘病深而入中下焦，又不可以浅药治深病也。（吴瑭《温病条辨》）
清络饮（《温病条辩》）的方歌？,清络祛暑六药鲜，银扁翠衣瓜络添，佐以竹叶荷叶边，暑热伤肺轻证安。
六一散（《黄帝素问宣明论方》）的原名？,六一散（《黄帝素问宣明论方》）的原名是益元散（《奇效良方》）（《奇效良方》）
六一散（《黄帝素问宣明论方》）的方解？,"1、方中滑石甘淡性寒，质重而滑，寒能清热，淡能渗利，重能走下，滑能利窍，善清解暑热、通利水道，令暑热水湿从小便而去，《本草经疏》称其“为祛暑散热，利水除湿，消积滞，利下窍之要药”，故为君药。
2、甘草生用，甘平偏凉，清热泻火，益气和中，与滑石相配，防寒凉伐胃。
3、二药合用，药简效专，共奏清暑利湿之效。
4、本方原名益元散（《奇效良方》），一名天水散，后世通称六一散，即取“天一生水，地六成之”之义；又标明方药用量之比例，以别于本方加朱砂之益元散（《奇效良方》）。"
六一散（《黄帝素问宣明论方》）中，滑石的作用？,滑石甘淡性寒，质重而滑，寒能清热，淡能渗利，重能走下，滑能利窍，善清解暑热、通利水道，令暑热水湿从小便而去，《本草经疏》称其“为祛暑散热，利水除湿，消积滞，利下窍之要药”
六一散（《黄帝素问宣明论方》）中，甘草的作用？,甘草生用，甘平偏凉，清热泻火，益气和中，与滑石相配，防寒凉伐胃。
六一散（《黄帝素问宣明论方》）的君药？,六一散（《黄帝素问宣明论方》）的君药是滑石。
六一散（《黄帝素问宣明论方》）的臣药？,六一散（《黄帝素问宣明论方》）的臣药是甘草。
六一散（《黄帝素问宣明论方》）的运用？,"1、本方为治疗暑湿证之基础方。
2、以身热烦渴，小便不利为辨证要点。"
六一散（《黄帝素问宣明论方》）的辨证要点？,以身热烦渴，小便不利为辨证要点。
六一散（《黄帝素问宣明论方》）的方论选录？,治伤暑感冒，表里俱热，烦躁口渴，小便不通，一切泻痢、淋浊等证属于热者。此解肌行水而为却暑之剂也。滑石气清能解肌，质重能清降，寒能胜热，滑能通窍，淡能利水。加甘草者，和其中，以缓滑石之寒滑，庶滑石之功得以彻表彻里，使邪去而正不伤，故能治如上诸证耳。（张秉成《成方便读》卷三）
六一散（《黄帝素问宣明论方》）的医案举例？,一孺子，泄泻月余，身热燥渴，嗜饮凉水，强与饮食即恶心呕吐，多方调治不愈。投六一散加山药，一剂，燥渴与泄泻即愈其半。又服一剂，能进饮食，诸病皆愈。（《医学衷中参西录》）
六一散（《黄帝素问宣明论方》）的方歌？,六一滑石同甘草，解肌行水兼清燥，统治表里及三焦，热渴暑烦泻痢保，益元碧玉与鸡苏，砂黛薄荷加之好。
六一散（《黄帝素问宣明论方》）的附方？,碧玉散（《黄帝素问宣明论方》）、益元散（《奇效良方》）、鸡苏散（《黄帝素问宣明论方》）
六一散（《黄帝素问宣明论方》）与碧玉散（《黄帝素问宣明论方》）（《黄帝素问宣明论方》）、益元散（《奇效良方》）（《奇效良方》）、鸡苏散（《黄帝素问宣明论方》）（《黄帝素问宣明论方》）的鉴别？,"1、相同点：六一散（《黄帝素问宣明论方》）、益元散（《奇效良方》）、碧玉散（《黄帝素问宣明论方》）与鸡苏散（《黄帝素问宣明论方》）均用滑石、甘草，清暑利湿，主治暑湿证。
2、不同点：六一散（《黄帝素问宣明论方》）是主治暑湿证之基础方。益元散（《奇效良方》）加辰砂，兼以安神，其清心之功优于六一散（《黄帝素问宣明论方》）。碧玉散（《黄帝素问宣明论方》）加青黛，兼以清肝。鸡苏散（《黄帝素问宣明论方》）加薄荷，兼以疏风散热。"
益元散（《奇效良方》）的用法？,上为细末，每服三钱（9g），不拘时，白沸汤调下。
益元散（《奇效良方》）的运用？,"1、本方为治疗暑湿证之方。
2、症见烦渴多汗，心悸怔忡，失眠多梦，小便不利。"
益元散（《奇效良方》）的辨证要点？,以烦渴多汗，心悸怔忡，失眠多梦，小便不利为辨证要点。
碧玉散（《黄帝素问宣明论方》）的用法？,研为散，每服三钱（9g），温开水调服，或水煎服
碧玉散（《黄帝素问宣明论方》）的运用？,"1、本方为治疗暑湿证兼肝胆郁热之方。
2、症见烦渴口苦，目赤咽痛。"
碧玉散（《黄帝素问宣明论方》）的辨证要点？,以烦渴口苦，目赤咽痛为辨证要点。
鸡苏散（《黄帝素问宣明论方》）的用法？,同研，每服三钱（9g），温开水调服
鸡苏散（《黄帝素问宣明论方》）的运用？,"1、本方为治疗暑湿证兼微恶风寒之方。
2、症见头痛头胀，咳嗽不爽。"
鸡苏散（《黄帝素问宣明论方》）的辨证要点？,以头痛头胀，咳嗽不爽为辨证要点。
桂苓甘露散（《黄帝素问宣明论方》）的用法？,上为末，每服三钱（9g），温汤调下，新水亦得，生姜汤尤良。小儿每服一钱（3g），同上法（现代用法：水煎服）。
桂苓甘露散（《黄帝素问宣明论方》）的证治机理？,"1、本方所治之证乃中暑受热，水湿内停所致。
2、暑热内侵，热盛则身热，上攻则头痛；暑热伤津扰心，则烦渴引饮；水湿内停，下阻膀胱，气化不利，故见小便不利；上干脾胃，升降失常，清浊相干，则霍乱吐泻。
3、暑热盛于气分，水湿阻于中下二焦，治当清暑解热，化气利湿。"
