index,content
中风的中脏腑穴位的操作方法,内关用泻法，水沟用强刺激，以眼球湿润为度。十二井穴用三棱针点刺出血。关元、气海用大艾炷灸，神阙用隔盐灸，不计壮数，以汗止、脉起、肢温为度。
中风的其他治疗,（1）头针法 顶颞前斜线、顶旁l线及顶旁2线。用1.5～2寸毫针平刺入 头皮下，快速捻转2～3分钟，留针30分钟，留针期间反复行针。行针时和留针后嘱患者活动患侧肢体，此法在半身不遂早期应用疗效更好，留针时间可延长至数小时。（2）穴位注射法 选上述四肢穴位2～4个。丹参注射液或复方当归注射液，每穴注射1mL，隔日1次。适用于半身不遂。 （3）电针法 在患侧上、下肢各选一组穴位，采用断续波或疏密波，以肌肉微颤为度，每次通电20～30分钟。此法适用于半身不遂患者。
中风治疗的注意事项,1.针灸治疗中风疗效满意，尤其对肢体运动、语言、吞咽等功能的康复具有明显促进作用。2.中风的治疗应注重针灸的早期干预，开始越早效果越好。针灸领域对缺血性中风急性期治疗的研究显示，在缺血后立即给予针刺治疗，能使局部脑血流显著增加，使缺血组织局部维持有效的血供，对抗缺血引起的损伤；在缺血后再灌注期针刺治疗，可以增加局部组织供血，使脑梗死面积显著减小，神经功能得到有效的保护。3.要积极预防中风，控制高血压，采取低盐、低脂饮食。若经常出现头晕头痛、肢体麻木，偶有发作性语言不利、肢体痿软无力的，多为中风先兆，可针刺足三里、风市，以加强防治。4.针刺能改善脑动脉的弹性和紧张度，扩张血管，改善脑部血液循环，提高脑组织的氧分压，增加病灶周围脑细胞的营养，促进脑组织的修复。针刺还可清除自由基、调节钙稳定、纠正中枢单胺类神经递质的代谢紊乱、降低中枢兴奋性氨基酸及一氧化氮的含量，从而保护缺血性脑损伤。
假性延髓麻痹的定义,假性延髓麻痹又称假性球麻痹，临床表现为因两侧皮质延髓束损害所产 生的一系列症状，即延髓神经所支配的肌肉呈上运动神经元性瘫痪或不 完全性瘫痪，出现软腭、咽喉、舌肌运动障碍，吞咽、发音、讲话困 难，无舌肌萎缩及纤维性震颤，咽反射存在，下颌反射增强，常出现强 哭强笑。常见于脑血管意外、肌萎缩性侧索硬化、梅毒性脑动脉炎等 病。 本病归属中医学噎膈、喑痱等范畴。本病病位在脑，累及舌咽。基本病 机是风痰、瘀浊阻滞脑络、舌窍。
假性延髓麻痹的主穴有,在针灸治疗中，假性延髓麻痹主要选取的穴位为：水沟 廉泉 金津 玉液 咽后壁 风池 翳风
假性延髓麻痹的治法,假性延髓麻痹治法 祛痰化浊，通关利窍。以督脉穴及局部选穴为主。
假性延髓麻痹选穴的方义,假性延髓麻痹选穴的方义 水沟导气通关；廉泉、金津、玉液、咽后壁为局部选穴，可疏导 气血，通利舌窍；风池、翳风为近部选穴，可祛风痰，通脑络，利舌 咽。
假性延髓麻痹中穴位的操作方法,假性延髓麻痹的操作 水沟、廉泉用泻法；金津、玉液用三棱针点刺出血；用3寸以上长 针在咽后壁点刺3～5次；风池、翳风针向喉结，震颤徐入2～2.5寸，施 小幅度捻转平补平泻法，以咽喉部麻胀为佳，应持续捻转1～3分钟。
假性延髓麻痹治疗的注意事项,针灸治疗本病效果较好，但应注意针刺深度和刺激量，如果针刺深度不 够或刺激量不足，疗效差。应注意对原发病进行治疗，导致皮质延髓束 损伤的原发病稳定并逐渐恢复时，预后良好，原发病加重和反复发作， 预后不佳。
眩晕的定义,眩晕是以自觉头晕眼花或视物旋转动摇为主症的病证。轻者发作短暂， 平卧或闭目片刻即安；重者如乘舟车，旋转起伏不定，以致难于站立， 或伴恶心、呕吐、自汗，甚至昏倒。其发生常与忧郁恼怒、饮食不节、 肾精不足、气血虚弱等因素有关。本病病位在脑，与肝、脾、肾相关。 基本病机是风、火、痰、瘀扰乱清窍，或气血虚弱、髓海不足，清窍失 养。 眩晕常见于西医学的脑血管疾病、高血压、贫血、耳源性眩晕、颈椎病 等疾病中。
眩晕的中医辩证,主症 头晕目眩，泛泛欲吐，甚则昏眩欲仆。 兼见急躁易怒，头目胀痛，耳鸣，口苦，舌红苔黄，脉弦，为肝阳上亢；头蒙如裹，胸闷呕恶，神疲困倦，舌胖苔白腻，脉濡滑，为痰湿中阻；耳鸣，腰膝酸软，遗精，舌淡，脉沉细，为肾精亏虚；神疲乏力， 心悸少寐，腹胀纳呆，面色淡白或萎黄，舌淡苔薄白，脉细，为气血不足。
眩晕的主穴有,在针灸治疗中，眩晕中实证主要选取的穴位为：主穴 百会 风池 内关 太冲；眩晕中虚证主要选取的穴位为：百会 风池 肝俞 肾俞 足三里
眩晕的治疗方法,眩晕实证治法 平肝潜阳，化痰定眩。以督脉、足少阳经及手足厥阴经穴为主;虚证治法 益气养血，补肾益精。以督脉、足少阳经及相应背俞穴为主。
眩晕实证选穴的方义,眩晕实证选穴方义为百会位于巅顶，可清利脑窍而定眩；风池位于头部，局部取穴，疏调头部气机；太冲为肝之原穴，可平肝潜阳；内关为八脉交会穴，通阴维脉，可宽胸理气，和中化痰止呕，与太冲配伍，属同名经配穴，加强平肝之力。
眩晕虚证选穴的方义,眩晕虚证选穴方义为百会用补法可升提气血，风池为近部选穴，可疏调头部气血，二 穴配合以充养脑髓而缓急治标；肝俞、肾俞滋补肝肾、养血益精、培元 固本以治本；足三里补益气血。
眩晕穴位的操作方法,"眩晕实证穴位的操作方法是毫针泻法,眩晕重症可每日治疗2次;眩晕虚证穴位的操作方法是风池用平补平泻法，肝俞、肾俞、足三里等穴用补法。"
眩晕的配穴有,在针灸治疗中，眩晕实证配穴有肝阳上亢配行间、侠溪、太溪；痰湿中阻配中脘、丰隆、阴陵泉。眩晕虚证配穴有肾精亏虚配志室、悬钟、三阴交；气血不足配气海、脾俞、胃俞。
眩晕的其他治疗方法,（1）头针法 顶中线、枕下旁线。中等刺激，留针30分钟。 （2）耳针法 肾上腺、皮质下、交感、神门、额、内耳。每次选3～4 穴，毫针刺或压丸法。 （3）三棱针法 取印堂、太阳、头维、百会等穴，用三棱针点刺出血数 滴。适用于眩晕实证者。
眩晕针灸治疗的注意事项,1.针灸治疗眩晕具有较好的临床疗效，应查明原因，明确诊断，注意原 发病的治疗。眩晕发作时，嘱患者闭目或平卧，保持安静，如伴呕吐应 防止呕吐物误入气管。 2.痰湿较重者，应以清淡食物为主，少食肥腻之品。 3.针刺可以缓解长期劳损所致的肌肉紧张，减轻各种因素对交感神经的 刺激，改善椎动脉的血流，从而改善脑干网状结构、前庭神经核区和内 耳缺血，达到平眩止晕的目的。
高血压的定义,高血压是一种常见慢性疾病，以安静状态下体循环动脉血压持续增高 （Bp：140/90mmHg或18.6/12kpa以上）为主要表现。其临床表现轻重程 度相差很大，早期约半数患者无明显症状，常在体检时偶然发现。如血 压波动幅度大可有较多症状，眩晕是本病主症之一，此外尚有头痛、头 胀、眼花、耳鸣、心悸、失眠、健忘等。随着病情的发展，血压明显而 持续性升高，可出现心、脑、肾、眼底等器质性损害和功能障碍，并出 现相应症状。临床分为原发性高血压和继发性高血压。 中医学认为本病的发生常与情志失调、饮食失节、内伤虚损等因素有 关。其病变与肝、肾关系密切，基本病机是肾阴不足、肝阳偏亢。病之 本为阴阳失调，病之标为风、痰、瘀血内生。
高血压的治法,高血压的治法是平肝潜阳，调和气血。以足厥阴、足少阳经穴为主。
高血压治疗的穴位,在针灸治疗中，高血压主要选取的穴位为：百会 风池 太冲 合谷 曲池 三阴交；可以选用的配穴为 肝火亢盛配行间、侠溪；阴虚阳亢配肾俞、肝俞；痰湿壅盛配丰隆、中脘；气虚血瘀配足三里、膈俞；阴阳两虚配关元、肾俞。头晕头重配太阳、头维；心悸失眠配内关、神门。
高血压选穴的方义,高血压选穴的方义是百会居于巅顶，为诸阳之会，针之可泻诸阳之气；风池疏调头部 气机，还可平肝潜阳；太冲为肝之原穴，可疏肝理气，平降肝阳；合 谷、曲池清泻阳明，理气降压；三阴交为足三阴经交会穴，可调补肝脾 肾，配伍应用以治其本。
高血压穴位的操作方法,高血压穴位的操作方法是太冲可向涌泉透刺，以增滋阴潜阳之力；其他腧穴常规针刺；痰 湿壅盛、气虚血瘀、阴阳两虚者，百会可加灸。
高血压的其他治疗方法,（1）皮肤针法 沿督脉及膀胱经第1侧线，从项后向背部、腰骶部叩 刺，力度依病情虚实和患者体质强弱而定。每日或隔日1次。 （2）三棱针法 耳尖、百会、大椎、印堂、曲池、太冲。每次选2～3 穴，点刺出血2～3滴，2～3天1次。 （3）耳针法 降压沟、肾上腺、耳尖、交感、神门、心。每次选3～4 穴，毫针刺，血压过高者可在降压沟和耳尖点刺出血。
高血压针灸治疗的注意事项,1.针灸对Ⅰ、Ⅱ期高血压病有较好的效果，对Ⅲ期高血压可改善症状， 应配合中西降压药物治疗。高血压脑病、高血压危象应采取综合治疗措 施，慎用针灸。 2.针灸治疗期间应嘱患者不要突然停药，治疗一段时间，待血压降至正 常或接近正常，自觉症状明显好转或基本消失后，逐渐减少药量。切不 可骤然停药或减药太快，以免出现意外。 3.针灸治疗高血压的作用机制与改善微循环，改善血液的浓、黏、聚状 态，使外周阻力减少、血流动力平衡恢复正常有关。
头痛的定义,头痛是以患者自觉头部疼痛为主症的病证，可见于临床各科急慢性疾 病。头痛的发生常与外感风邪，以及情志、饮食、体虚久病等因素有 关。本病病位在头，与手、足三阳经和足厥阴肝经、督脉相关。基本病 机是气血失和、经络不通或脑窍失养。
头痛的西医学定义,西医学认为，头痛分为原发性和继发性两大类，原发性头痛包括偏头 痛、紧张性头痛和丛集性头痛等，又称功能性头痛；继发性头痛是由于 其他疾病所引起，如感染、高血压病或颅内肿瘤导致的颅内压升高；头 部外伤等所致的头痛，又称症状性头痛。
头痛的中医辨证,头痛的主症为头部疼痛，辨证分为辨经络和辨外感内伤两种。
如何辩证头痛经络,"头痛辨经络，临床常根据头痛的部位进行辨证归经如下：
（1）阳明头痛 疼痛部位以前额、眉棱骨、鼻根部为主。
（2）少阳头痛 疼痛部位在侧头部，多见于单侧。
（3）太阳头痛 疼痛部位在后枕部，或下连于项部。
（4）厥阴头痛 疼痛部位在巅顶部，或连于目系。"
如何辩证头痛外感内伤,头痛辨外感内伤 ：（1）外感头痛 发病较急，头痛连及项背，痛无休止，外感表证明显， 为外感头痛。兼见恶风畏寒，口不渴，苔薄白，脉浮紧，为风寒头痛； 头痛而胀，发热，口渴欲饮，小便黄，苔黄，脉浮数，为风热头痛；头 痛如裹，肢体困重，苔白腻，脉濡，为风湿头痛。 （2）内伤头痛 头痛发病较缓，多伴头晕，痛势绵绵，时止时休，遇劳 或情志刺激而发作、加重，为内伤头痛。兼见头胀痛，目眩，心烦易 怒，面赤口苦，舌红，苔黄，脉弦数，为肝阳上亢；头痛兼头晕耳鸣， 腰膝酸软，神疲乏力，遗精，舌红，苔少，脉细无力，为肾精不足；头 部空痛兼头晕，神疲无力，面色不华，劳则加重，舌淡，脉细弱，为气 血亏虚；头痛昏蒙，脘腹痞满，呕吐痰涎，苔白腻，脉滑，为痰浊上 扰；头痛迁延日久，或头部有外伤史，痛处固定不移，痛如锥刺，舌 暗，脉细涩，为瘀阻脑络。
头痛治法,头痛治法是疏调经脉，通络止痛。按部位局部选穴和远端循经选穴。
头痛的主穴有,"在针灸治疗中，头痛主要选取的穴位为：阳明头痛：头维 印堂 阳白 阿是穴 合谷 内庭
少阳头痛：风池 太阳 率谷 阿是穴 外关 足临泣
太阳头痛：天柱 后顶 阿是穴 后溪 申脉
厥阴头痛：百会 四神聪 阿是穴 内关 太冲
全 头 痛：风池 百会 头维 率谷 太阳 合谷"
头痛的配穴有,在针灸治疗中，头痛可以选用的配穴为外感头痛：风寒头痛配风门、列缺；风热头痛配大椎、曲池；风 湿头痛配偏历、阴陵泉。内伤头痛：肝阳上亢配太冲、侠溪、三阴交； 肾精不足配肾俞、太溪、三阴交；气血亏虚配气海、足三里；痰浊上扰 配中脘、丰隆；瘀阻脑络配血海、膈俞。
头痛选穴的方义,头痛选穴方义是头部穴位为局部选穴，可调和气血，通络止痛；远端选穴均为同 名经穴配合，一上一下，同气相求，疏导阳明、少阳、太阳、厥阴经气 血。
头痛穴位的操作方法,头痛穴位的操作方法是风门拔罐或艾灸；大椎点刺出血。瘀血头痛可在局部及膈俞行点 刺放血并加拔火罐。头痛急性发作时可每日治疗2次，每次留针时间宜 长。
头痛的其他治疗方法,头痛其他治疗有（1）耳针法 枕、颞、额、脑。毫针刺，或用埋针法、压丸法。对于顽 固性头痛可在耳背静脉点刺出血。 （2）皮肤针法 太阳、印堂、阿是穴。皮肤针叩刺出血，适用于外感头 痛和瘀阻脑络所致头痛。 （3）穴位注射法 阿是穴、风池。维生素B12注射液，每穴0.5～ 1.0mL，隔日1次。适用于顽固性头痛。
头痛针灸治疗的注意事项,1.针灸对功能性头痛有显著疗效，对继发性头痛可改善症状。头痛原因 复杂，要明确诊断，对于多次治疗无效，或头痛继续加重者，要考虑某 些颅脑病变，查明原因，采取综合措施。 2.患者在治疗期间，应禁烟酒，适当参加体育锻炼，避免过劳和精神刺 激，注意休息。 3.针刺可以调节神经系统的功能，激活体内内源性镇痛调制系统，起到 镇痛作用。针刺也可以使迷走神经兴奋性提高，血液中乙酰胆碱含量增 多，儿茶酚胺含量减少，使血管扩张，从而降低血压，缓解因血压偏高 而诱发的头痛。
面瘫的定义,面瘫是以口角向一侧歪斜、眼睑闭合不全为主症的病证，又称为“口眼 歪斜”。本病可发生于任何年龄，无明显的季节性，发病急，多见一侧 面部发病。其发生常与劳作过度、正气不足、风寒或风热乘虚而入等因 素有关。本病病位在面部，与少阳、阳明经筋相关。基本病机是经气痹 阻，经筋功能失调。 本病多指西医学的周围性面神经麻痹，最常见于贝尔麻痹。
面瘫的具体表现,主症 本病常急性发作，多在睡眠醒来时，出现一侧面部肌肉板滞、麻 木、瘫痪，额纹消失，眼裂变大，露睛流泪，鼻唇沟变浅，口角下垂歪 向健侧，病侧不能皱眉、蹙额、闭目、露齿、鼓颊；部分患者初起时有 耳后疼痛，还可出现患侧舌前2/3味觉减退或消失、听觉过敏等症。 兼见发病时面部有受凉史，舌淡，苔薄白，为风寒证；继发于感冒发 热，舌红，苔薄黄，为风热证；病程较长，可伴肢体倦怠无力，面色淡 白，头晕等，为气血不足。
面瘫的治法,面瘫治法 祛风通络，疏调经筋。以局部穴和手足阳明经穴为主。
面瘫的主穴有,在针灸治疗中，面瘫主要选取的穴位为：阳白 颧髎 颊车 地仓 翳风 合谷。
面瘫的配穴有,在针灸治疗中，面瘫可以选用的配穴为风寒证配风池、列缺；风热证配外关、曲池；气血不足配足三 里、气海。人中沟歪斜配水沟；鼻唇沟浅配迎香；颏唇沟歪斜配承浆； 舌麻、味觉减退配廉泉；目合困难配攒竹、昆仑；流泪配承泣；听觉过 敏配听宫、中渚。
面瘫选穴的方义是,面瘫选穴的方义是阳白、颧髎、地仓、颊车、翳风可疏调面部经筋，活血通络；合谷为循经远部选穴，取“面口合谷收”之意。
面瘫穴位的操作方法,"面瘫穴位的操作方法是在急性期面部穴位手法宜轻，针刺宜浅，取穴宜少，肢体远端的
腧穴手法宜重。"
面瘫的其他治疗方法,（1）皮肤针法 阳白、颧髎、地仓、颊车。皮肤针叩刺，以局部潮红为 度，每日或隔日1次，适用于恢复期。 （2）刺络拔罐法 阳白、颧髎、地仓、颊车。三棱针点刺，拔罐，每周 2次。 （3）穴位贴敷法 太阳、阳白、颧髎、地仓、颊车，将马钱子锉成粉末 约0.3～0.6g，撒于胶布上，然后贴于穴位处，5～7日换药1次。或用蓖 麻仁捣烂加少许麝香，取绿豆大一粒，贴敷穴位上，每隔3～5日更换1 次。或用白附子研细末，加少许冰片做面饼，穴位贴敷，每日一次。
面瘫针灸治疗的注意事项,1.针灸治疗周围性面瘫有很好的疗效，可作为首选方法。部分患者病程 迁延日久，可因瘫痪肌肉出现挛缩，口角反牵向患侧，甚则出现面肌痉 挛，形成“倒错”现象，为面神经麻痹后遗症，疗效较差。 2.周围性面瘫的预后与面神经的损伤程度密切相关，肌电图可作为判断 面神经损伤程度的辅助检查。一般而言由无菌性炎症导致的面瘫预后较 好，而由病毒等感染所致的面瘫（如亨特面瘫）预后较差。如果3个月 至半年内不能恢复，多留有后遗症。临床注意与中枢性面瘫相鉴别。 3.治疗期间面部应避免受寒，眼睑闭合不全者可戴眼罩防护，或点眼药 水，以防感染。
痹症的定义,痹证是以肢体关节及肌肉酸痛、麻木、重着、屈伸不利，甚或关节肿大 灼热等为主症的病证。其发生与外感风、寒、湿、热等邪气及人体正气 不足有关。外邪侵入机体，痹阻关节肌肉经络，导致气血运行不畅而发 病。基本病机是经络不通，气血痹阻。 本病可见于西医学的风湿性关节炎、类风湿性关节炎、骨性关节炎等疾 病中。
痹症的具体表现,主症 肌肉关节疼痛，屈伸不利。 兼见疼痛游走，痛无定处，恶风发热，舌淡苔薄白，脉浮，为行痹（风 痹）；疼痛较剧，痛有定处，遇寒痛增，得热痛减，局部皮色不红，触 之不热，苔薄白，脉弦紧，为痛痹（寒痹）；肢体关节酸痛，重着不 移，或有肿胀，肌肤麻木不仁，阴雨天发作或加重，苔白腻，脉濡缓， 为着痹（湿痹）；关节疼痛，局部红肿灼热，痛不可触，常累及多个关 节，伴发热恶风，口渴烦闷，苔黄燥，脉滑数，为热痹。
痹症的治法,痹症的治法是通经活络，行气止痛。以病痛局部穴为主，结合循经选穴及辨证选穴。
痹症的主穴有,在针灸治疗中，痹症主要选取的穴位为：阿是穴 局部经穴
痹症的配穴有,在针灸治疗中，痹症可以选用的配穴为行痹配膈俞、血海；痛痹配肾俞、腰阳关；着痹配阴陵泉、足三里；热痹配大椎、曲池。
痹症选穴的方义是,痹症选穴选穴的方义是病痛局部及循经选穴，可疏通经络气血，调和营卫，缓急止痛；风邪偏盛之行痹，遵“治风先治血，血行风自灭”之义，取膈俞、血海以活血祛风；寒邪偏盛之痛痹，取肾俞、腰阳关，益火之源，振奋阳气而祛寒邪；湿邪偏盛之着痹，取阴陵泉、足三里健脾除湿；热痹者，加大椎、曲池以泻热疏风、消肿止痛。
痹症穴位的操作是,痹症穴位的操作是寒痹、湿痹可加灸法。大椎、曲池可点刺出血。局部穴位可加拔罐，亦可用电针。
痹症的其他治疗,"痹症（1）刺络拔罐法 皮肤针重叩背脊两侧及关节病痛部位，使出血少许，加拔火罐。每周1～2次。
（2）穴位注射法 当归注射液，或丹皮酚注射液，或威灵仙注射液，选取病痛部位腧穴，每穴注入0.5～1mL，每周1～2次，注意勿注入关节腔内。
（3）火针法 肩部经穴、阿是穴，每周2次。"
痹症针灸治疗的注意事项,1.针灸治疗痹证疗效较好，尤其对风湿性关节炎。类风湿性关节炎病情 缠绵反复，属顽痹范畴，需坚持长期治疗。患者平时应注意关节的保 暖，避免风寒湿邪侵袭。 2.风湿热的急性期可应用药物迅速控制病情，以免心脏出现严重损伤。 注意排除骨结核、骨肿瘤等，以免延误病情。
痿证的定义,痿证是指肢体筋脉弛缓，痿软无力，日久因不能随意运动而致肌肉萎缩 的一种病证。临床以下肢痿弱多见，又称“痿躄”。“痿”指肢体痿弱不 用，“躄”为下肢软弱无力，不能步履之意。其发生常与感受外邪、饮食 不节、久病房劳、跌打损伤、药物损伤等因素有关。本病病位在筋脉肌 肉，根于五脏虚损。基本病机：实证多为筋脉肌肉受损，气血运行受 阻；虚证多为气血阴精亏耗，筋脉肌肉失养。 痿证可见于西医学的急性感染性多发性神经根神经炎、多发性末梢神经 炎、运动神经元病、重症肌无力、肌营养不良及周围神经损伤等疾病。
痿证的具体表现,"痿证主症 肢体软弱无力，筋脉弛缓，甚至肌肉萎缩或瘫痪。兼见发热多汗，热退后突然出现肢体软弱无力，心烦口渴，小便短黄，舌红苔黄，脉细数，为肺热伤津；肢体微肿、麻木不仁，渐致痿软无
力，下肢为重，或足胫发热，小便赤涩，舌红苔黄腻，脉滑数，为湿热浸淫；肢体痿软，日渐加重，食少纳呆，腹胀便溏，面浮不华，神疲乏力，苔薄白，脉细弱，为脾胃虚弱；起病缓慢，腰脊酸软，不能久立，或伴眩晕耳鸣，下肢瘫痪，腿胫肌肉萎缩严重，舌红少苔，脉沉细，为肝肾亏虚。"
痿证的治法,痿证治法 祛邪通络，濡养筋肉。以手、足阳明经穴和夹脊穴为主。
痿证的主穴有,"在针灸治疗中，痿证主要选取的穴位为上肢：肩髃 曲池 手三里 合谷 外关 颈、胸夹脊
下肢：髀关 伏兔 阳陵泉 足三里 三阴交 腰夹脊"
痿证的配穴有,在针灸治疗中，痿证可以选用的配穴为肺热伤津配尺泽、肺俞；湿热浸淫配阴陵泉、大椎；脾胃虚弱配脾俞、胃俞、中脘；肝肾亏虚配肝俞、肾俞、太冲、太溪。上肢肌肉萎缩在手阳明经上多针排刺；下肢肌肉萎缩在足阳明经上多针排刺。
痿证选穴的方义是,痿证选穴的方义是阳明经多气多血，选上、下肢阳明经穴位，是“治痿独取阳明”之意，调理气血，疏通经络；夹脊穴位于督脉之旁，与膀胱经第1侧线的脏腑背俞穴相通，可调脏腑阴阳，行气血；阳陵泉乃筋之会穴，通调诸筋；三阴交可健脾益肾，濡养筋脉。
痿证穴位的操作方法,痿证穴位的操作方法是夹脊穴向脊柱方向斜刺。肢体穴位可加用灸法，亦可用电针。大椎、尺泽可用三棱针点刺出血。
痿证的其他治疗方法,"（1）皮肤针法 肺俞、脾俞、胃俞、膈俞及手足阳明经体表循行线，皮肤针叩刺，以皮肤微红为度，隔日1次。
（2）穴位注射法 选取华佗夹脊穴，当归注射液、甲钴胺注射液每穴注入0.5～1mL，每周1～2次，注意勿注入关节腔内。"
痿证针灸治疗的注意事项,1.针灸治疗本病有较好的疗效，但疗程较长，需耐心施治。本病早期应 明确现代医学病名的诊断，采用相应的西医治疗措施。 2.卧床患者应保持四肢功能体位，以免造成足下垂或内翻，必要时可用 护理支架及夹板托扶。治疗期间，应加强主动及被动肢体功能锻炼，以 助尽早康复。
小儿麻痹症后遗症的定义,小儿麻痹症后遗症多见于脊髓灰质炎后期，脊髓灰质炎是由脊髓灰质炎 病毒所引起的急性传染病，好发于儿童，通过粪便和咽部分泌物传播。 感染后绝大多数无症状，有症状者大部分表现为发热、上呼吸道感染、 肢体疼痛、头痛等，随之出现肢体瘫痪。 本病归属于中医“痿证”“湿温”“痿疫”范畴。本病病位在督脉，基本病机 是肺热叶焦，不能布送津液以润泽五脏，致肢体筋脉失养。
小儿麻痹症后遗症的治法,小儿麻痹症后遗症治法 强壮督脉，濡养经筋。以督脉及手足阳明经穴为主。
小儿麻痹症后遗症的主穴有,"在针灸治疗中，小儿麻痹症后遗症主要选取的穴位为：百会 大椎 身柱 命门 腰阳关 合谷 足三里 三阴交
下肢麻痹：腰夹脊 髀关 伏兔 足三里
上肢麻痹：颈夹脊 肩髃 曲池 手三里 合谷
腹肌麻痹：胸夹脊 带脉"
小儿麻痹症后遗症配穴有,"在针灸治疗中，小儿麻痹症后遗症可以选用的配穴为：脾胃虚弱配脾俞、胃俞、中脘、内关；肝肾不足配肝俞、肾俞、
太溪。"
小儿麻痹症后遗症的方义是,小儿麻痹症后遗症选穴的方义是百会、大椎、身柱、命门、腰阳关强壮督脉，补肾填精；合谷、足三里、三阴交补气养血，濡养筋脉。夹脊穴位于督脉之旁，与膀胱经第1侧线的脏腑背俞穴相通，可调脏腑阴阳、强督通脉；阳明经多气多血，选取上、下肢阳明经穴位，是“治痿独取阳明”之意，可调理气血、疏通经络；带脉可维系一身纵行诸条经脉。
小儿麻痹症后遗症的操作方法,小儿麻痹症后遗症操作 夹脊穴向脊柱方向斜刺，督脉穴向上方斜刺，并可加用灸法，余穴施以毫针补法。
小儿麻痹症后遗症的其他治疗方法,电针法 选取病变节段的夹脊穴3对。针刺时针尖斜向脊柱方向刺入，得 气后将3组导线左右连接，选用疏波，强度以患者舒适为度，每日治疗 一次，每次治疗30分钟。
小儿麻痹症后遗症针灸治疗的注意事项,1.针刺疗法宜早期介入，治疗越早疗效越好。病程日久患者，体质虚 弱，肌肉萎缩，肢体出现明显畸形则疗效较差。 2.患者应加强肢体功能康复锻炼，有助于提高疗效和加速患肢的功能恢 复。
